User ID,Age,Gender,Height,Looking For,Children,Education Level,Occupation,Frequency of Usage
253,21,Male,5.1,Casual Dating,Yes,Bachelor's Degree,Business Owner,Daily
254,25,Male,6.1,Marriage,Maybe,Bachelor's Degree,Teacher,Daily
255,27,Female,5.0,Marriage,Maybe,Ph.D.,Business Owner,Monthly
256,26,Male,5.6,Casual Dating,Maybe,Ph.D.,Artist,Weekly
257,22,Female,4.9,Marriage,No,Bachelor's Degree,Engineer/Student,Monthly
258,29,Male,5.7,Marriage,Yes,Bachelor's Degree,Social Media Influencer,Monthly
259,28,Male,5.3,Casual Dating,No,High School,Doctor,Weekly
260,23,Male,5.1,Casual Dating,Yes,Master's Degree,Artist,Daily
261,32,Female,5.2,Marriage,No,Bachelor's Degree,Engineer/Student,Weekly
262,33,Male,6.0,Casual Dating,Yes,Bachelor's Degree,Entrepreneur,Weekly
263,22,Male,5.3,Casual Dating,Maybe,Master's Degree,Teacher,Daily
264,32,Female,5.4,Marriage,Yes,Bachelor's Degree,Teacher,Monthly
265,19,Female,5.7,Casual Dating,Maybe,Ph.D.,Doctor,Weekly
266,24,Male,5.1,Casual Dating,No,Bachelor's Degree,Doctor,Daily
267,21,Male,5.1,Casual Dating,Yes,Ph.D.,Artist,Daily
268,24,Male,5.1,Casual Dating,Yes,Ph.D.,Engineer/Student,Weekly
269,34,Female,5.5,Marriage,Yes,Bachelor's Degree,Business Owner,Weekly
270,21,Male,5.3,Casual Dating,Maybe,Master's Degree,Entrepreneur,Monthly
271,19,Female,5.0,Casual Dating,No,High School,Teacher,Weekly
272,33,Female,5.6,Casual Dating,Maybe,Bachelor's Degree,Teacher,Daily
273,18,Female,5.8,Casual Dating,Yes,Master's Degree,Teacher,Weekly
274,29,Male,5.4,Casual Dating,No,Bachelor's Degree,Doctor,Weekly
275,26,Male,5.1,Casual Dating,No,Bachelor's Degree,Entrepreneur,Weekly
276,24,Female,5.4,Casual Dating,Yes,Master's Degree,Social Media Influencer,Monthly
277,22,Male,5.5,Marriage,Yes,Ph.D.,Engineer/Student,Daily
278,22,Male,5.1,Casual Dating,Yes,Ph.D.,Teacher,Daily
279,24,Male,5.2,Marriage,Yes,Master's Degree,Business Owner,Weekly
280,29,Male,5.0,Casual Dating,Maybe,Bachelor's Degree,Engineer/Student,Monthly
281,26,Female,5.9,Casual Dating,Maybe,Bachelor's Degree,Social Media Influencer,Weekly
282,20,Male,5.1,Casual Dating,Yes,Bachelor's Degree,Engineer/Student,Weekly
283,29,Male,4.8,Marriage,Maybe,High School,Artist,Weekly
284,30,Male,6.0,Marriage,Maybe,Bachelor's Degree,Business Owner,Weekly
285,21,Male,5.8,Casual Dating,Maybe,High School,Entrepreneur,Monthly
286,24,Female,4.9,Marriage,Maybe,Ph.D.,Social Media Influencer,Daily
287,34,Female,5.7,Casual Dating,Yes,Ph.D.,Social Media Influencer,Daily
288,35,Male,6.0,Casual Dating,Yes,Ph.D.,Entrepreneur,Daily
289,31,Male,5.7,Casual Dating,Maybe,Master's Degree,Social Media Influencer,Weekly
290,29,Female,6.1,Marriage,No,Ph.D.,Teacher,Weekly
291,22,Female,5.2,Marriage,Maybe,Ph.D.,Teacher,Weekly
292,19,Male,4.8,Marriage,Yes,Master's Degree,Social Media Influencer,Daily
293,21,Female,5.3,Casual Dating,Maybe,High School,Business Owner,Daily
294,33,Female,5.0,Marriage,No,Bachelor's Degree,Social Media Influencer,Daily
295,34,Female,4.9,Marriage,No,High School,Engineer/Student,Weekly
296,34,Male,5.9,Marriage,Maybe,Bachelor's Degree,Engineer/Student,Daily
297,28,Male,5.4,Casual Dating,No,Ph.D.,Social Media Influencer,Daily
298,27,Male,5.1,Casual Dating,Maybe,Ph.D.,Social Media Influencer,Weekly
299,20,Female,5.8,Marriage,Maybe,Master's Degree,Doctor,Daily
300,29,Female,5.2,Casual Dating,Yes,High School,Engineer/Student,Daily
301,34,Male,5.7,Casual Dating,No,High School,Doctor,Daily
302,30,Female,5.8,Casual Dating,Yes,High School,Doctor,Daily
303,28,Male,5.5,Casual Dating,Yes,High School,Doctor,Weekly
304,23,Male,5.2,Casual Dating,No,Bachelor's Degree,Engineer/Student,Weekly
305,24,Male,5.4,Marriage,No,Master's Degree,Engineer/Student,Daily
306,28,Female,5.7,Marriage,Yes,Master's Degree,Artist,Daily
307,21,Male,5.6,Marriage,No,Master's Degree,Artist,Daily
308,26,Male,5.9,Casual Dating,No,Master's Degree,Teacher,Monthly
309,26,Female,5.9,Marriage,Maybe,High School,Business Owner,Weekly
310,35,Female,5.1,Marriage,Maybe,Bachelor's Degree,Engineer/Student,Weekly
311,24,Female,5.6,Casual Dating,Yes,Master's Degree,Engineer/Student,Daily
312,32,Male,6.1,Casual Dating,Yes,Bachelor's Degree,Entrepreneur,Monthly
313,20,Male,5.4,Casual Dating,No,Master's Degree,Doctor,Monthly
314,33,Female,5.4,Casual Dating,Yes,High School,Business Owner,Weekly
315,21,Male,5.7,Marriage,No,Master's Degree,Doctor,Weekly
316,32,Female,5.6,Casual Dating,Yes,Master's Degree,Business Owner,Monthly
317,27,Female,5.8,Marriage,Maybe,Master's Degree,Business Owner,Monthly
318,26,Male,4.9,Casual Dating,Yes,Bachelor's Degree,Doctor,Weekly
319,24,Female,5.1,Marriage,Maybe,High School,Teacher,Monthly
320,19,Female,5.0,Casual Dating,Yes,Ph.D.,Entrepreneur,Weekly
321,20,Male,5.6,Casual Dating,Yes,Master's Degree,Teacher,Monthly
322,20,Female,6.0,Casual Dating,Maybe,Master's Degree,Engineer/Student,Monthly
323,30,Male,5.0,Marriage,No,Bachelor's Degree,Engineer/Student,Weekly
324,25,Female,5.0,Marriage,Yes,High School,Teacher,Daily
325,31,Female,5.4,Casual Dating,No,Ph.D.,Business Owner,Weekly
326,21,Male,5.5,Marriage,No,Bachelor's Degree,Social Media Influencer,Monthly
327,32,Female,4.9,Casual Dating,No,Bachelor's Degree,Engineer/Student,Monthly
328,18,Female,6.1,Casual Dating,Yes,Ph.D.,Artist,Daily
329,31,Male,5.3,Marriage,Maybe,Bachelor's Degree,Teacher,Monthly
330,19,Female,5.6,Casual Dating,Yes,Ph.D.,Artist,Monthly
331,26,Male,5.3,Casual Dating,Yes,Master's Degree,Artist,Daily
332,28,Female,5.1,Marriage,No,High School,Entrepreneur,Weekly
333,32,Female,5.9,Marriage,Maybe,Bachelor's Degree,Business Owner,Daily
334,33,Male,5.1,Casual Dating,No,High School,Social Media Influencer,Weekly
335,33,Male,5.3,Marriage,Yes,Ph.D.,Engineer/Student,Weekly
336,34,Female,5.2,Casual Dating,Yes,Ph.D.,Entrepreneur,Daily
337,34,Female,5.3,Marriage,Yes,Ph.D.,Entrepreneur,Daily
338,19,Male,5.3,Casual Dating,No,Bachelor's Degree,Doctor,Monthly
339,18,Male,5.8,Casual Dating,Maybe,Ph.D.,Engineer/Student,Daily
340,28,Female,4.9,Casual Dating,No,Master's Degree,Teacher,Daily
341,31,Female,4.9,Marriage,Maybe,Ph.D.,Entrepreneur,Weekly
342,25,Male,5.9,Marriage,No,High School,Engineer/Student,Monthly
343,19,Male,6.0,Casual Dating,No,Bachelor's Degree,Business Owner,Daily
344,18,Female,5.8,Marriage,Yes,Ph.D.,Engineer/Student,Weekly
345,30,Male,5.0,Casual Dating,Yes,High School,Entrepreneur,Daily
346,25,Male,5.1,Casual Dating,Yes,High School,Engineer/Student,Daily
347,26,Female,4.9,Marriage,No,Ph.D.,Teacher,Daily
348,34,Male,5.2,Casual Dating,No,Master's Degree,Engineer/Student,Monthly
349,29,Female,5.5,Casual Dating,Maybe,High School,Teacher,Daily
350,23,Male,5.7,Casual Dating,Maybe,Ph.D.,Engineer/Student,Monthly
351,27,Female,4.8,Marriage,Maybe,Master's Degree,Engineer/Student,Monthly
352,33,Male,5.1,Casual Dating,Yes,High School,Business Owner,Weekly
353,19,Male,5.0,Marriage,Maybe,Bachelor's Degree,Engineer/Student,Daily
354,35,Male,4.9,Marriage,Maybe,High School,Teacher,Monthly
355,33,Female,5.8,Marriage,Yes,Ph.D.,Teacher,Monthly
356,18,Male,4.8,Marriage,Yes,Master's Degree,Business Owner,Daily
357,19,Female,5.3,Casual Dating,No,Bachelor's Degree,Entrepreneur,Daily
358,25,Male,5.6,Casual Dating,Yes,High School,Business Owner,Weekly
359,23,Female,5.2,Marriage,Maybe,Bachelor's Degree,Engineer/Student,Weekly
360,25,Female,4.9,Marriage,No,High School,Teacher,Monthly
361,32,Female,5.6,Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,Weekly
362,26,Female,6.1,Marriage,No,High School,Artist,Daily
363,31,Female,5.3,Casual Dating,Yes,High School,Social Media Influencer,Daily
364,35,Female,6.0,Marriage,No,Ph.D.,Entrepreneur,Monthly
365,35,Male,4.8,Marriage,Maybe,Bachelor's Degree,Teacher,Weekly
366,29,Female,5.0,Marriage,No,Master's Degree,Business Owner,Monthly
367,32,Female,5.9,Casual Dating,No,Bachelor's Degree,Social Media Influencer,Daily
368,26,Female,5.2,Casual Dating,No,Ph.D.,Teacher,Monthly
369,34,Female,5.6,Marriage,Maybe,Bachelor's Degree,Social Media Influencer,Daily
370,18,Male,6.0,Marriage,Yes,Bachelor's Degree,Engineer/Student,Monthly
371,35,Female,5.2,Casual Dating,Maybe,Master's Degree,Artist,Daily
372,33,Male,5.8,Marriage,Yes,Master's Degree,Entrepreneur,Monthly
373,21,Male,5.7,Marriage,Yes,Ph.D.,Teacher,Monthly
374,23,Female,5.7,Marriage,Maybe,Bachelor's Degree,Engineer/Student,Monthly
375,20,Female,5.0,Casual Dating,Yes,Ph.D.,Artist,Monthly
376,25,Male,5.9,Casual Dating,Yes,High School,Business Owner,Monthly
377,26,Male,5.9,Casual Dating,Maybe,Master's Degree,Artist,Weekly
378,32,Female,5.4,Marriage,Maybe,Master's Degree,Engineer/Student,Daily
379,23,Male,5.3,Casual Dating,Maybe,Ph.D.,Social Media Influencer,Weekly
380,22,Male,5.2,Marriage,No,High School,Entrepreneur,Daily
381,34,Male,5.5,Marriage,No,Bachelor's Degree,Business Owner,Weekly
382,31,Female,5.8,Marriage,Maybe,Master's Degree,Social Media Influencer,Monthly
383,28,Male,6.0,Casual Dating,Yes,High School,Business Owner,Monthly
384,34,Female,5.8,Casual Dating,Maybe,Ph.D.,Artist,Daily
385,32,Female,5.4,Casual Dating,Yes,Ph.D.,Engineer/Student,Weekly
386,30,Female,5.9,Marriage,No,High School,Artist,Monthly
387,23,Female,5.9,Marriage,Yes,High School,Engineer/Student,Weekly
388,18,Male,4.9,Casual Dating,No,Master's Degree,Engineer/Student,Monthly
389,33,Male,6.0,Casual Dating,Maybe,Master's Degree,Business Owner,Weekly
390,23,Male,4.9,Marriage,No,Master's Degree,Engineer/Student,Weekly
391,27,Female,5.7,Casual Dating,No,Bachelor's Degree,Social Media Influencer,Daily
392,33,Female,5.2,Marriage,Yes,Master's Degree,Teacher,Monthly
393,34,Male,5.5,Marriage,Yes,Bachelor's Degree,Social Media Influencer,Daily
394,19,Male,5.6,Casual Dating,No,High School,Artist,Weekly
395,31,Male,5.1,Marriage,No,High School,Doctor,Monthly
396,24,Male,5.5,Marriage,Yes,Ph.D.,Social Media Influencer,Daily
397,32,Female,5.4,Casual Dating,Maybe,Master's Degree,Engineer/Student,Weekly
398,18,Male,5.2,Casual Dating,Yes,Master's Degree,Social Media Influencer,Daily
399,28,Male,5.3,Casual Dating,Maybe,Master's Degree,Doctor,Weekly
400,24,Female,6.0,Casual Dating,Maybe,High School,Social Media Influencer,Weekly
401,29,Female,5.0,Casual Dating,Yes,High School,Artist,Daily
402,30,Female,6.0,Marriage,Maybe,Bachelor's Degree,Social Media Influencer,Weekly
403,34,Male,5.0,Casual Dating,Yes,Master's Degree,Engineer/Student,Weekly
404,30,Male,5.1,Marriage,No,Bachelor's Degree,Engineer/Student,Daily
405,33,Female,6.1,Marriage,No,Master's Degree,Social Media Influencer,Monthly
406,29,Male,5.4,Casual Dating,Maybe,High School,Business Owner,Daily
407,21,Male,5.1,Casual Dating,Yes,Bachelor's Degree,Entrepreneur,Monthly
408,33,Male,5.2,Casual Dating,Yes,High School,Doctor,Daily
409,27,Female,5.1,Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,Weekly
410,28,Male,5.2,Marriage,Maybe,Bachelor's Degree,Business Owner,Weekly
411,33,Female,5.7,Casual Dating,Yes,High School,Social Media Influencer,Daily
412,35,Male,6.0,Casual Dating,No,Ph.D.,Social Media Influencer,Daily
413,20,Female,4.9,Casual Dating,Maybe,Bachelor's Degree,Social Media Influencer,Weekly
414,29,Male,5.0,Marriage,No,Bachelor's Degree,Teacher,Daily
415,18,Male,4.9,Casual Dating,No,Bachelor's Degree,Doctor,Weekly
416,25,Male,5.8,Casual Dating,Maybe,Master's Degree,Business Owner,Daily
417,18,Male,5.5,Casual Dating,Yes,High School,Social Media Influencer,Monthly
418,20,Female,6.0,Casual Dating,Maybe,High School,Engineer/Student,Weekly
419,22,Female,5.4,Marriage,No,Bachelor's Degree,Entrepreneur,Weekly
420,31,Male,5.6,Marriage,No,Master's Degree,Artist,Monthly
421,18,Female,5.7,Marriage,Maybe,Bachelor's Degree,Doctor,Monthly
422,18,Male,4.9,Marriage,Maybe,Ph.D.,Business Owner,Weekly
423,30,Male,5.9,Marriage,Maybe,Bachelor's Degree,Business Owner,Daily
424,30,Male,4.9,Marriage,No,High School,Engineer/Student,Monthly
425,32,Male,5.0,Marriage,No,Bachelor's Degree,Social Media Influencer,Weekly
426,23,Male,5.7,Casual Dating,No,Master's Degree,Doctor,Weekly
427,27,Female,6.0,Casual Dating,No,High School,Social Media Influencer,Weekly
428,32,Female,5.8,Marriage,Yes,High School,Engineer/Student,Daily
429,21,Male,5.8,Marriage,No,Bachelor's Degree,Social Media Influencer,Weekly
430,25,Male,4.9,Marriage,Yes,High School,Artist,Daily
431,27,Male,5.6,Casual Dating,Yes,Bachelor's Degree,Teacher,Weekly
432,24,Female,6.0,Marriage,Yes,High School,Artist,Monthly
433,23,Male,5.2,Marriage,No,Bachelor's Degree,Artist,Monthly
434,20,Female,5.3,Marriage,No,Bachelor's Degree,Doctor,Weekly
435,25,Male,6.1,Marriage,No,High School,Entrepreneur,Daily
436,35,Female,5.4,Marriage,No,High School,Artist,Daily
437,30,Female,5.5,Casual Dating,No,Bachelor's Degree,Doctor,Daily
438,27,Male,5.9,Casual Dating,Yes,Ph.D.,Artist,Monthly
439,32,Male,5.6,Casual Dating,No,High School,Engineer/Student,Monthly
440,31,Male,6.0,Marriage,Yes,Bachelor's Degree,Business Owner,Weekly
441,35,Male,5.8,Marriage,Yes,High School,Business Owner,Daily
442,27,Female,5.8,Marriage,No,Ph.D.,Teacher,Daily
443,24,Female,5.6,Marriage,Maybe,Master's Degree,Artist,Monthly
444,35,Male,5.8,Marriage,No,High School,Social Media Influencer,Monthly
445,24,Female,5.9,Marriage,No,Master's Degree,Business Owner,Daily
446,27,Male,6.0,Marriage,Yes,High School,Artist,Monthly
447,35,Female,5.0,Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,Daily
448,33,Male,5.1,Casual Dating,No,Bachelor's Degree,Social Media Influencer,Daily
449,33,Female,5.7,Casual Dating,Maybe,Bachelor's Degree,Entrepreneur,Daily
450,23,Male,5.9,Marriage,Yes,Ph.D.,Engineer/Student,Daily
451,19,Female,4.9,Casual Dating,Maybe,Ph.D.,Artist,Weekly
452,18,Female,5.1,Casual Dating,Maybe,Master's Degree,Entrepreneur,Weekly
453,18,Female,5.0,Casual Dating,No,Bachelor's Degree,Engineer/Student,Monthly
454,29,Male,4.9,Marriage,No,Bachelor's Degree,Business Owner,Daily
455,28,Female,5.4,Casual Dating,Maybe,High School,Artist,Monthly
456,29,Male,5.6,Marriage,Maybe,Ph.D.,Engineer/Student,Monthly
457,23,Female,5.9,Marriage,Yes,Ph.D.,Doctor,Daily
458,20,Female,5.8,Marriage,Yes,High School,Engineer/Student,Daily
459,23,Female,5.4,Marriage,Maybe,Bachelor's Degree,Entrepreneur,Weekly
460,19,Male,5.7,Marriage,No,Master's Degree,Engineer/Student,Monthly
461,24,Male,5.6,Marriage,No,Ph.D.,Artist,Daily
462,34,Male,6.0,Marriage,Yes,Ph.D.,Entrepreneur,Daily
463,33,Female,5.2,Marriage,Maybe,High School,Entrepreneur,Monthly
464,29,Female,5.2,Casual Dating,Maybe,High School,Engineer/Student,Monthly
465,19,Male,5.9,Casual Dating,Yes,High School,Artist,Weekly
466,21,Male,6.0,Casual Dating,Maybe,Bachelor's Degree,Artist,Weekly
467,35,Female,4.9,Casual Dating,Maybe,Master's Degree,Doctor,Monthly
468,26,Female,5.6,Casual Dating,No,Ph.D.,Teacher,Monthly
469,34,Male,5.7,Marriage,Yes,Ph.D.,Engineer/Student,Monthly
470,35,Female,5.3,Casual Dating,Maybe,High School,Engineer/Student,Weekly
471,21,Male,5.5,Marriage,Yes,Master's Degree,Business Owner,Monthly
472,33,Male,5.2,Casual Dating,No,Master's Degree,Business Owner,Daily
473,29,Female,4.9,Casual Dating,Yes,Master's Degree,Engineer/Student,Weekly
474,20,Female,4.9,Marriage,No,High School,Engineer/Student,Weekly
475,29,Female,5.8,Marriage,Maybe,Bachelor's Degree,Artist,Weekly
476,28,Female,5.3,Marriage,Maybe,High School,Doctor,Weekly
477,18,Female,5.8,Casual Dating,Maybe,Ph.D.,Doctor,Weekly
478,29,Female,5.4,Marriage,Yes,Master's Degree,Engineer/Student,Weekly
479,19,Female,5.2,Casual Dating,No,Master's Degree,Business Owner,Monthly
480,35,Female,5.1,Marriage,No,Bachelor's Degree,Social Media Influencer,Monthly
481,29,Male,5.4,Casual Dating,Maybe,Master's Degree,Social Media Influencer,Daily
482,20,Female,5.0,Casual Dating,Yes,High School,Doctor,Monthly
483,28,Female,6.0,Casual Dating,No,Master's Degree,Teacher,Daily
484,28,Male,5.3,Marriage,Maybe,Bachelor's Degree,Entrepreneur,Daily
485,25,Male,4.9,Marriage,No,Ph.D.,Entrepreneur,Monthly
486,32,Female,5.9,Casual Dating,No,Ph.D.,Business Owner,Monthly
487,24,Female,4.9,Casual Dating,Yes,Bachelor's Degree,Artist,Weekly
488,35,Male,5.7,Casual Dating,Yes,High School,Social Media Influencer,Weekly
489,33,Male,5.6,Casual Dating,Maybe,Bachelor's Degree,Doctor,Weekly
490,30,Female,5.2,Casual Dating,Yes,Bachelor's Degree,Teacher,Weekly
491,32,Female,5.7,Casual Dating,Maybe,Master's Degree,Social Media Influencer,Daily
492,33,Female,5.9,Marriage,No,High School,Engineer/Student,Monthly
493,34,Male,5.4,Marriage,Maybe,Ph.D.,Engineer/Student,Daily
494,18,Male,5.8,Marriage,Maybe,Master's Degree,Business Owner,Daily
495,34,Male,5.1,Marriage,Maybe,Bachelor's Degree,Social Media Influencer,Daily
496,27,Male,5.3,Marriage,No,Bachelor's Degree,Entrepreneur,Daily
497,30,Female,5.1,Marriage,No,High School,Social Media Influencer,Daily
498,33,Male,4.9,Marriage,No,Bachelor's Degree,Engineer/Student,Daily
499,32,Male,5.6,Marriage,Maybe,High School,Business Owner,Monthly
500,24,Male,5.6,Casual Dating,Maybe,Ph.D.,Doctor,Monthly
